Brand Name,Product Name,Rating,Rating Number,Price,Return/Exchange,Expected Delivery,Availability,Product URLs,Other Details
Wireless Bluetooth,"boAt AAVANTE Bar 1800 120W 2.1 Channel Bluetooth Soundbar with boAt Signature Sound, Wireless Subwoofer, Multiple Connectivity Modes, Entertainment Modes and Bluetooth V5.0(Premium Black)",4.2 out of 5,"1,754 ratings",-,https://www.amazon.in/Bluetooth-Signature-Subwoofer-Connectivity-Entertainment/dp/B08CNC9F9L/ref=sr_1_7?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-7#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Bluetooth-Signature-Subwoofer-Connectivity-Entertainment/dp/B08CNC9F9L/ref=sr_1_7?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-7#,"All your devices are made accessible by the wireless and wired forms of connectivity, such as Bluetooth V5.0/AUX/USB/Optical/Coaxial and HDMI(ARC) with the versatile Aavante Bar 1800"
"Wireless, Bluetooth, Auxiliary, USB, HDMI","boAt AAVANTE Bar 1700D 120W 2.1 Channel Bluetooth Soundbar with Dolby Audio, boAt Signature Sound, Wired Subwoofer, Multiple Connectivity Modes, Entertainment Modes and Bluetooth V5.0(Premium Black)",4.2 out of 5,"1,539 ratings",-,https://www.amazon.in/Bar-1700D-Bluetooth-Connectivity-Entertainment/dp/B08C6G66SR/ref=sr_1_8?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-8#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Bar-1700D-Bluetooth-Connectivity-Entertainment/dp/B08C6G66SR/ref=sr_1_8?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-8#,"Its 2.1 Channel captivating sound with Dolby Digital / Digital Plus technology gets you set for an alternate dimension, with an ethereal sound quality that adds colour to your audio as well as visual experience."
Wireless Bluetooth,"Infinity (JBL) Sonic B200WL, 160W Soundbar with Wireless Subwoofer, 2.1 Channel Home Theatre with Remote, Bluetooth, Optical Input, USB & AUX Connectivity (Black)",3.9 out of 5,"1,960 ratings",-,https://www.amazon.in/Infinity-B200WL-Channel-Bluetooth-Wireless/dp/B086Z933SS/ref=sr_1_9?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-9#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Infinity-B200WL-Channel-Bluetooth-Wireless/dp/B086Z933SS/ref=sr_1_9?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-9#,160W Peak Power Output Powerful Soundbar with Sub Woofer
"Wireless, Bluetooth, HDMI","JBL Cinema SB110, Dolby Digital Soundbar with Built-in Subwoofer for Deep Bass, Home Theatre with Remote, HDMI ARC & Bluetooth Connectivity (110W)",3.8 out of 5,"2,541 ratings",-,https://www.amazon.in/JBL-Powerful-Wireless-Subwoofer-110/dp/B07S63CNFF/ref=sr_1_10?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-10#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/JBL-Powerful-Wireless-Subwoofer-110/dp/B07S63CNFF/ref=sr_1_10?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-10#,110 Watt power output. Frequency response 40Hz - 20kHz. Max SPL 82dB
Wireless,"JBL Bar 2.1 Deep Bass, Dolby Digital Soundbar with Wireless Subwoofer for Extra Deep Bass, 2.1 Channel Home Theatre with Remote, JBL Surround Sound, HDMI ARC, Bluetooth & Optical Connectivity (300W)",4.3 out of 5,"1,006 ratings",-,https://www.amazon.in/JBL-Bar-2-1-Deep-Bass/dp/B0827SG8J8/ref=sr_1_11_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-11-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwNjIxNjIzM0tINDRaNjJZNVNPSyZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/JBL-Bar-2-1-Deep-Bass/dp/B0827SG8J8/ref=sr_1_11_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-11-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwNjIxNjIzM0tINDRaNjJZNVNPSyZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,300 Watt Max Output Power
Bluetooth,"Yamaha YAS-109 Sound Bar with Built-in Subwoofers, Bluetooth, and Alexa Voice Control Built-in",3.9 out of 5,78 ratings,-,https://www.amazon.in/Yamaha-YAS-109-Subwoofers-Bluetooth-Control/dp/B07T9FVLXC/ref=sr_1_12_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-12-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwMDA0OTU3MVU5Q1lBSDJDQzMwWSZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Yamaha-YAS-109-Subwoofers-Bluetooth-Control/dp/B07T9FVLXC/ref=sr_1_12_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-12-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwMDA0OTU3MVU5Q1lBSDJDQzMwWSZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Built-in Alexa voice control for easy control of your sound bar, smart home devices, music and more"
HDMI-ARC,"Blaupunkt Germany's SBW100 120W Wired Soundbar with Subwoofer, Bluetooth and HDMI Arc",4 out of 5,"4,725 ratings",-,https://www.amazon.in/Blaupunkt-SBW-100-120Watts-Subwoofer-Bluetooth/dp/B07NSJWZ36/ref=sr_1_13?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-13#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Blaupunkt-SBW-100-120Watts-Subwoofer-Bluetooth/dp/B07NSJWZ36/ref=sr_1_13?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-13#,Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a superior quality range of Audio Products
"Bluetooth, Auxiliary, USB","Zebronics Zeb-Juke Bar 5 Multimedia Sound Bar with Bluetooth Connectivity,USB Input and Built-in FM",3.8 out of 5,542 ratings,-,https://www.amazon.in/Zebronics-Zeb-Juke-Bar-Multimedia-Connectivity/dp/B081B8TRH6/ref=sr_1_14?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-14#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Zebronics-Zeb-Juke-Bar-Multimedia-Connectivity/dp/B081B8TRH6/ref=sr_1_14?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-14#,Juke Bar 5 is a soundbar that comes with a 5-inch subwoofer to add the room-shaking bass to your listening experience
Bluetooth,"Modernista Maestro Bar 20W Bluetooth Soundbar Speaker with 2400mah Battery/BT v5.0/Aux/USB Port, Small (Maestro Bar20)",3.9 out of 5,"1,052 ratings",-,https://www.amazon.in/Modernista-Maestro-Bluetooth-Soundbar-Bar20/dp/B08R1T9FY8/ref=sr_1_15?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-15#,"Friday, Oct 22",In stock.,https://www.amazon.in/Modernista-Maestro-Bluetooth-Soundbar-Bar20/dp/B08R1T9FY8/ref=sr_1_15?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-15#,"Immersive Audio- Modernista Maestro Bar 20 delivers excellent clarity and audio response and takes watching movies, shows, sports and gaming to the next level.With 2 x 10W RMS capable speaker drivers tuned for full sound across the frequency range. Headphone Jack : Yes"
"Wireless, Bluetooth, Auxiliary, USB","Portronics Pure Sound Pro III POR-891, Bluetooth 4.2 an All-in-One Versatile Wireless SOUNDBAR with FM Tuner, 3.5mm AUX, Powerful 10W Sound and USB Port.",4.1 out of 5,"2,679 ratings","₹2,900.00",https://www.amazon.in/Portronics-POR-891_Pure-Bluetooth-Versatile-Wireless/dp/B07BQTRF7S/ref=sr_1_16?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-16#,"Friday, Oct 22",Only 1 left in stock.,https://www.amazon.in/Portronics-POR-891_Pure-Bluetooth-Versatile-Wireless/dp/B07BQTRF7S/ref=sr_1_16?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-16#,Power Output (RMS): 10 W and Bluetooth Version: 4.2
Wireless,"Zebronics Zeb-JUKEBAR 3900, 80W Multimedia soundbar with subwoofer Supporting Bluetooth, HDMI(ARC), Coaxial Input, AUX, USB & Remote Control (Black)",4.1 out of 5,"2,309 ratings",-,https://www.amazon.in/Zebronics-Zeb-JUKEBAR-3900-Multimedia-Supporting/dp/B08CRRQK6Z/ref=sr_1_17?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-17#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Zebronics-Zeb-JUKEBAR-3900-Multimedia-Supporting/dp/B08CRRQK6Z/ref=sr_1_17?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-17#,Zeb-Juke Bar 3900 is a soundbar that has powerful dual 5.7cm drivers and 13.3cm subwoofer to deliver a hi-fidelity cinematic experience right at your home.
Wired,FD E200 Soundbar Speaker System (Black),4 out of 5,"10,009 ratings","₹1,199.00",https://www.amazon.in/E200-Soundbar-Speaker-System-Black/dp/B008ZXS7PY/ref=sr_1_18?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-18#,"Monday, Oct 18",In stock.,https://www.amazon.in/E200-Soundbar-Speaker-System-Black/dp/B008ZXS7PY/ref=sr_1_18?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-18#,The F&D E200 Soundbar has a 2.0 channel output which offers you one of the best sound qualities in its range. You can connect this speaker to a wide range of devices and enjoy hours of high definition music
Wireless Bluetooth,Blaupunkt Germany's SBW-03 160 Watt 2.1 Channel Wireless Bluetooth Soundbar with Dolby (Black),3.8 out of 5,"1,643 ratings","₹8,999.00",https://www.amazon.in/Germanys-Blaupunkt-SBW-03-Subwoofer-Bluetooth/dp/B0873PS1LB/ref=sr_1_19?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-19#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Germanys-Blaupunkt-SBW-03-Subwoofer-Bluetooth/dp/B0873PS1LB/ref=sr_1_19?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-19#,Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a superior quality range of Audio Products
"Bluetooth, Auxiliary, USB",Zoook Harmony Bar Bluetooth Soundbar 20W/USB/TF/AUX-in/Hands-Free/Bluetooth 5.0/10 Hrs. Backup/Portable/Bluetooth Speaker/Small/ 4000 Mah Massive Battery/2.0 Channel/Wireless/Made in India (Black),4.1 out of 5,249 ratings,-,https://www.amazon.in/Zoook-Bluetooth-Soundbar-Hands-Free-Portable/dp/B09CZ5DYDW/ref=sr_1_20?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-20#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Zoook-Bluetooth-Soundbar-Hands-Free-Portable/dp/B09CZ5DYDW/ref=sr_1_20?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-20#,"[20W Output & 2 Full-range drivers]This small sound bar is equipped with 20W output power. Paired with your Mobile phone the sound bar creates a louder, more immersive listening experience. Dual powerful full-range speakers provide hifi audio, making comfortable bedrooms and compact spaces full of extensive stereo effects."
Bluetooth,"Modernista Maestro Bar 20W Bluetooth Soundbar Speaker with 2400mah Battery/BT v5.0/Aux/USB Port, Small (Maestro Bar20)",3.9 out of 5,"1,052 ratings",-,https://www.amazon.in/Modernista-Maestro-Bluetooth-Soundbar-Bar20/dp/B08R1T9FY8/ref=sr_1_21_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-21-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwMzgyMTE5M0JRRVg4NzM2Q1BVWiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Friday, Oct 22",In stock.,https://www.amazon.in/Modernista-Maestro-Bluetooth-Soundbar-Bar20/dp/B08R1T9FY8/ref=sr_1_21_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-21-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwMzgyMTE5M0JRRVg4NzM2Q1BVWiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Immersive Audio- Modernista Maestro Bar 20 delivers excellent clarity and audio response and takes watching movies, shows, sports and gaming to the next level.With 2 x 10W RMS capable speaker drivers tuned for full sound across the frequency range. Headphone Jack : Yes"
"Wireless, Bluetooth","Yamaha YAS-209 Sound Bar with Wireless Subwoofer, Bluetooth, and Alexa Voice Control Built-in",4.3 out of 5,229 ratings,"₹34,990.00",https://www.amazon.in/Yamaha-YAS-209-Wireless-Subwoofer-Bluetooth/dp/B07T8BHRBX/ref=sr_1_22_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-22-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwMDA0NzY5QjNaVDM2QUZFUE5RJndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Yamaha-YAS-209-Wireless-Subwoofer-Bluetooth/dp/B07T8BHRBX/ref=sr_1_22_sspa?dchild=1&keywords=Sound+bars&qid=1634381628&sr=8-22-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUFpUODc1T0VDMzRKJmVuY3J5cHRlZElkPUEwMjc2MDA0MVgzV1NBM1FQVFYwUCZlbmNyeXB0ZWRBZElkPUEwMDA0NzY5QjNaVDM2QUZFUE5RJndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Built-in Alexa voice control for easy control of your sound bar, smart home devices, music and more"
"Wireless, Bluetooth, Auxiliary, USB","Portronics Pure Sound Pro III POR-891, Bluetooth 4.2 an All-in-One Versatile Wireless SOUNDBAR with FM Tuner, 3.5mm AUX, Powerful 10W Sound and USB Port.",4.1 out of 5,"2,679 ratings","₹2,900.00",https://www.amazon.in/Portronics-POR-891_Pure-Bluetooth-Versatile-Wireless/dp/B07BQTRF7S/ref=sr_1_17_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-17-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMDMyODA4VVVQS1QwSUpGRFY5JndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,"Friday, Oct 22",Only 1 left in stock.,https://www.amazon.in/Portronics-POR-891_Pure-Bluetooth-Versatile-Wireless/dp/B07BQTRF7S/ref=sr_1_17_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-17-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMDMyODA4VVVQS1QwSUpGRFY5JndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,Power Output (RMS): 10 W and Bluetooth Version: 4.2
"Bluetooth, USB","i GEAR Ensemble 20 watts Wooden Portable Soundbar with Wireless Bluetooth connectivity, Rechargeable, with USB/TF Card Support, FM Mode and Sub-woofer for Extra Bass",3.6 out of 5,133 ratings,"₹1,999.00",https://www.amazon.in/Ensemble-Bluetooth-connectivity-Rechargeable-Sub-woofer/dp/B07YLNH1PZ/ref=sr_1_18_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-18-spons&psc=1&smid=A2LPYS6TUD99YN&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMzc0OTg0QjgwRUxQMlVSMjlYJndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Ensemble-Bluetooth-connectivity-Rechargeable-Sub-woofer/dp/B07YLNH1PZ/ref=sr_1_18_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-18-spons&psc=1&smid=A2LPYS6TUD99YN&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMzc0OTg0QjgwRUxQMlVSMjlYJndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,Now enjoy home theater like experience with this 20W Soundbar with Built-in sub woofer and Engineered High Bass
Auxiliary,"Zebronics ZEB-JUKE BAR 3500 Wireless Bluetooth Single Soundbar With Supporting Wall Mount, USB, AUX, Coaxial IN, HDMI ARC & Remote Control. (65 Watt, 2.0 Channel)",4.1 out of 5,"2,309 ratings","₹4,999.00",https://www.amazon.in/Zebronics-Zeb-JUKEBAR-3500-Multimedia-Supporting/dp/B08D3XYXFQ/ref=sr_1_19?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-19#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Zebronics-Zeb-JUKEBAR-3500-Multimedia-Supporting/dp/B08D3XYXFQ/ref=sr_1_19?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-19#,ZEB-Juke Bar 3500 is a single yet powerful sound bar that adds a scintillating Hi-fidelity surround sound experience by giving your TV an audio lift with powerful Quad drives that add a punch of bass
"Wireless, Bluetooth",(Renewed) Boat Aavante Bar 1580 Home Theatre and Sound Bar,No Rating,-,"₹4,999.00",https://www.amazon.in/Renewed-Boat-Aavante-Theatre-Sound/dp/B093QLSDJG/ref=sr_1_20?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-20#,Oct 18 - 19,In stock.,https://www.amazon.in/Renewed-Boat-Aavante-Theatre-Sound/dp/B093QLSDJG/ref=sr_1_20?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-20#,Power Output(RMS): 120 W
"Wireless, Bluetooth, Auxiliary, USB, HDMI","Zebronics ZEB-JUKE BAR 3800 PRO DOLBY Wireless Bluetooth Single Soundbar With Supporting Wall Mount, USB, AUX, Optical IN, HDMI ARC & Remote Control. (60 Watt, 2.0 Channel)",4.1 out of 5,"2,309 ratings","₹6,018.00",https://www.amazon.in/ZEBRONICS-Zeb-Juke-Soundbar-Supporting-Bluetooth/dp/B08R1J4VXB/ref=sr_1_21?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-21#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/ZEBRONICS-Zeb-Juke-Soundbar-Supporting-Bluetooth/dp/B08R1J4VXB/ref=sr_1_21?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-21#,Single-bar form factor with Powerful Punchy Bass
"Wireless, Bluetooth, USB","Samsung T400 2.0 Channel Soundbar with Built-in Subwoofer (40 W, 4 Speakers, Dolby 2 Channel)- Black",4.2 out of 5,76 ratings,-,https://www.amazon.in/Samsung-Channel-Soundbar-Subwoofer-Speakers/dp/B08C3J97WG/ref=sr_1_22?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-22#,-,,https://www.amazon.in/Samsung-Channel-Soundbar-Subwoofer-Speakers/dp/B08C3J97WG/ref=sr_1_22?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-22#,Dolby 2 Channel
Wireless,Portronics Pure Sound 102 Bluetooth Soundbar 160W with Wireless woofer(Black),3.6 out of 5,5 ratings,-,https://www.amazon.in/Portronics-Bluetooth-Soundbar-Wireless-woofer/dp/B097XR7DB4/ref=sr_1_23?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-23#,"Friday, Oct 22",In stock.,https://www.amazon.in/Portronics-Bluetooth-Soundbar-Wireless-woofer/dp/B097XR7DB4/ref=sr_1_23?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-23#,[BLUETOOTH CONNECTIVITY] : Portronics Pure Sound 102 (160W) comes with advanced Bluetooth technology. You can easily stream your devices to the soundbar to get superb sound quality at its best. Connect with your audio source to avail crystal clear sound that enhances the experience of sound that you desire.
"Surround Sound, Subwoofer, Computer, Soundbar","V88R Sound Bar Surround Clear Stereo Sound with Built-in Subwoofer Bluetooth 5.0 Speakers Wired & Wireless Audio Stereo Sound Bars, AUX Connection, Mini Soundbars for TV/PC/Phones/Tablets",No Rating,-,"₹1,499.00",https://www.amazon.in/V88R-Subwoofer-Bluetooth-Connection-Soundbars/dp/B09FT2Y9QH/ref=sr_1_24?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-24#,Oct 20 - 22,In stock.,https://www.amazon.in/V88R-Subwoofer-Bluetooth-Connection-Soundbars/dp/B09FT2Y9QH/ref=sr_1_24?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-24#,"Compact, slim design, enhanced HD sound quality: With new and improved sound drivers, the V88R SL8 sound bar has a slim design and thin profile with a built-in subwoofer and a 10 watt output providing high quality, cinematic sound. The V88R is a small but mighty addition to the Majority range."
"Surround Sound, Subwoofer, Computer",Belity V-196 USB Wired Computer Speaker Bar Stereo Subwoofer Powerful Music Player Bass Surround Sound Box 3.5mm Audio Input for PC Laptop Smartphone Tablet MP3 MP4,No Rating,-,"₹2,699.00",https://www.amazon.in/Belity-Computer-Subwoofer-Powerful-Smartphone/dp/B09HHJG4KY/ref=sr_1_25?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-25#,Nov 6 - 10,In stock.,https://www.amazon.in/Belity-Computer-Subwoofer-Powerful-Smartphone/dp/B09HHJG4KY/ref=sr_1_25?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-25#,📝[Steady and lossless bass sound effect and stereo surrounding sound loudspeakers bring you wonderful music.
-,Layfuz Sound Bars for TV BT o TV Speaker wi 2 Built-in Speakers Surrounding Sound System Home Eater Soundbar Remote Control Wall Mounted Speaker Bar,No Rating,-,"₹8,499.54",https://www.amazon.in/dp/B09JJYVDZW/ref=sr_1_26?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-26#,Nov 10 - 13,In stock.,https://www.amazon.in/dp/B09JJYVDZW/ref=sr_1_26?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-26#,"BT 5.0, making transmission faster and more stable, nice for watching TV or watching a movie, e speakers make it feel like a movie eater."
Wireless,"Zebronics Zeb-JUKEBAR 3900, 80W Multimedia soundbar with subwoofer Supporting Bluetooth, HDMI(ARC), Coaxial Input, AUX, USB & Remote Control (Black)",4.1 out of 5,"2,309 ratings",-,https://www.amazon.in/Zebronics-Zeb-JUKEBAR-3900-Multimedia-Supporting/dp/B08CRRQK6Z/ref=sr_1_27_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-27-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwNTM1OTEzMVI3WE43T1VCVDQ2WiZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Zebronics-Zeb-JUKEBAR-3900-Multimedia-Supporting/dp/B08CRRQK6Z/ref=sr_1_27_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-27-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwNTM1OTEzMVI3WE43T1VCVDQ2WiZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,Zeb-Juke Bar 3900 is a soundbar that has powerful dual 5.7cm drivers and 13.3cm subwoofer to deliver a hi-fidelity cinematic experience right at your home.
